system,appl_id,fiscal_year,project_num,core_project_num,project_title,award_amount,direct_cost,indirect_cost,project_start_date,project_end_date,award_notice_date,agency_ic_admin,pi_names,org_name,org_city,org_state,project_detail_url,abstract_text
Beaumont Health,8102967,2011,5U10CA095860-10,U10CA095860,Beaumont Community Clinical Oncology Program,882302,679008,346294,2002-06-27T00:00:00,2015-05-31T00:00:00,2011-07-28T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8102967,"  
DESCRIPTION (provided by applicant): William Beaumont Hospital (BH), located in the northwest Detroit suburb of Royal Oak, Michigan (1061 beds), in the rapidly growing suburb of Troy, Michigan (361 beds), and the metropolitan setting of Grosse Pointe, Michigan (289 beds), continues to be a highly productive contributor to the NCI's Community Clinical Oncology Program. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, BH diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this care. Since the renewal of B-CCOP funding in 2005 we have accrued a total of 730.1 treatment credits and 1263.0 cancer control credits for an impressive total of 1993.1 credits, making this a very productive grant period. Current results show strong indications that we will continue this outstanding accrual with the addition of a component site, Botsford Hospital, and the opening of a CCOP site at Beaumont, Grosse Pointe. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation, and the dissemination of scientific results to the profession and to the general public. To facilitate this process B-CCOP is supported by a central office, an experienced Institutional Review Board, a dedicated investigational pharmacy, and a group of leadership committees commissioned to support protocol review and implementation, financial management and the CCOP goals and direction. Our mission: ""Cancer Clinical Trials Office at Beaumont Hospitals provides research to our community with dignity, compassion, hope and excellence in service"".   
  
RELEVANCE: B-CCOP's goal of increasing community oncologists' involvement in state of the art cancer prevention, control and treatment trials serving a wide segment of our population, including minorities, women, and other underserved populations continues to be relevant today. B-CCOP's community presence accelerates the transfer of knowledge gained from clinical trials to community oncology practices and our diverse population.   
    

"
Beaumont Health,8103682,2011,1R01DK088836-01A1,R01DK088836,Pharmacology of Intravesical Antisense Based Therapy for Over Active Bladder,6229,4125,2104,2011-09-01T00:00:00,2011-11-30T00:00:00,2011-08-18T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,MICHAEL B CHANCELLOR; Pradeep  Tyagi; NAOKI  YOSHIMURA,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8103682,"  
DESCRIPTION: Because of current, limited options for treating overactive bladder (OAB) or lower urinary tract symptoms (LUTS), there is a great demand for the development of new treatment strategy. In this application, the following key aims utilize unique and innovative expertise, available at William Beaumont Hospital and University of Pittsburgh to develop new therapeutic options for OAB and detrusor overactivity (DO) by especially targeting bladder afferent hyperexcitability, which has been proposed as one of the important mechanisms underlying OAB, using rats with spinal cord injury (SCI). Sequence-specific gene-silencing mechanism is a promising approach for developing therapeutics agent based on rational gene-based drug design. In the current proposal, we propose to use this approach for silencing nerve growth factor (NGF) gene locally in the bladder. Local inhibition of NGF gene in bladder akin to antisense eye drops for corneal angiogenesis can avoid the safety concerns noted with systemic anti-NGF therapy from monoclonal human NGF antibodies (tanezumab) such as paresthesia, hypoesthesia and arthralgia. By comparing the pharmacology of NGF antisense administered via different routes, we propose to investigate the contribution of NGF derived from urothelium on afferent hyperexcitability leading to DO in SCI animals. Secondly, we will also test the hypothesis of OAB pathology triggered by changes in voltage- gated sodium and potassium channels, increased cytokines expression/release as well as muscarinic receptors, and such changes are mediated by excessive NGF expression in bladder. The proposed experiments will use antisense to elucidate whether NGF inhibition could normalize changes in muscarinic and ion channel mechanisms contributing to afferent hyperexcitability resulting in DO/OAB. We will study the changes in the local muscarinic cholinergic mechanism underlying DO, including altered sensitivity to various antimuscarinic agents. This mechanism is important to investigate because there is increasing evidence that non-neural acetylcholine (ACh) released from the urothelium during stretch can activate muscarinic receptors, leading to modulation of afferent pathways during the micturition reflex, and that increased ACh levels in the bladder can induce OAB mediated by the local effects on muscarinic receptors in the urothelium/suburothelium. The long-term objectives of the research program are to establish new and effective therapeutic targets and/or interventions strategies for the treatment of OAB.  
  
PUBLIC HEALTH RELEVANCE: Overactive bladder (OAB) inducing urgency and urinary frequency increasingly interfere with the quality of life, and are sometimes difficult to treat. This project seeks to clarify the neurogenic mechanisms inducing bladder overactivity using the animal model of OAB in order to provide a translational foundation for the development of new therapeutic modalities such as nerve growth factor (NGF) antisense treatment for this difficult condition.  
    

"
Beaumont Health,8125116,2011,5R01DK084034-03,R01DK084034,Safety & Efficacy of Nerve Rerouting to treat Neurogenic Bladder in Spina Bifida,462444,394157,68287,2009-09-30T00:00:00,2015-07-31T00:00:00,2011-08-16T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,KENNETH M PETERS,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8125116,"  
DESCRIPTION (provided by applicant): Spina Bifida, a congenital defect of the spinal cord, causes nerve damage and a loss of sensation and muscle function below the waist resulting in bowel, bladder and sexual dysfunction. Patients cannot urinate or are constantly wet, and this continues throughout life causing major quality of life and health problems. Clean intermittent catheterization is usually needed to empty the bladder properly. Antimuscarinic medications are commonly required to alleviate high urinary tract pressures that can cause irreversible kidney damage, where dialysis or kidney transplant is the only way to sustain life. Dr. Xiao developed and is performing a novel procedure in China that connects a functioning, healthy lumbar spinal nerve root to the sacral nerve that controls the bladder. The end result is the creation of a new reflex where the bladder can be emptied by scratching or stimulating the skin supplied by that spinal nerve root. He has reported that in 92 SCI patients, 88% regained bladder control within one year after the nerve rerouting surgery and in 110 children with spina bifida, reported success in 87% at one year. However, in China rigorous follow up is challenging, therefore much is still unknown about the neurorecovery post surgery, complications and results occurring in the first year in particular, and the potential role that central nervous system remodeling may play in achieving successful outcomes. At Beaumont, a pilot study is underway on 9 spina bifida subjects, however no other center in the US is currently studying this technique. Our preliminary data are very promising, and with 9 subjects now 12 months post procedure, 7/9 subjects are voiding either voluntarily or by stimulating the new reflex mechanism. This project aims to expand upon our pilot experience to conduct a larger and more rigorous study to establish the safety and effectiveness of the proposed somatic-autonomic reflex pathway procedure in gaining bladder and bowel control in patients with spina bifida. Additionally, we will systemically evaluate and optimize frequency and location for excitation of the new somatic-autonomic reflex arc to a) gain more insight into the neurorecovery associated with nerve rerouting, and b) scientifically and systematically determine the ideal stimulation parameters to achieve best voiding results and make the somatic-autonomic reflex pathway rerouting most useful for the patients. Achieving the aims outlined in this proposal will help firmly establish the procedure as safe and effective, and revolutionize the treatment of bladder and bowel dysfunction in patients with spina bifida. PUBLIC HEALTH RELEVANCE: Spina Bifida, a congenital defect of the spinal cord, causes nerve damage resulting in bowel, bladder and sexual dysfunction. Dr. Xiao, in China, developed a new procedure to rewire the nerves affecting the bladder, and this project aims to scientifically establish the safety and effectiveness of the surgical procedure.  
    

"
Corewell Health,8137237,2011,5U10CA035178-28,U10CA035178,GRAND RAPIDS CLINICAL ONCOLOGY PROGRAM,1397905,992226,405679,1987-06-01T00:00:00,2015-05-31T00:00:00,2011-07-01T00:00:00,National Cancer Institute,Gilbert Darin Anthony Padula,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8137237,"  
DESCRIPTION (provided by applicant): The Grand Rapids Clinical Oncology Program (GRCOP) has achieved a national reputation for excellence in community cancer care through its 34-year participation in programs of the National Cancer Institute. The GRCOP comprises a consortium of seven health care systems/hospitals in Western and Northern Lower Michigan and seeks to continue to meet the community's need for innovative and relevant studies of promising therapeutic modalities and cancer controls research. The ongoing mission of the Grand Rapids Clinical Oncology Program is to assure that every person in the region served is provided an opportunity for participation in national cancer prevention and treatment clinical trials. Additionally, it is a major educational resource for professional and laypersons alike regarding cancer and the NCI clinical trials program. This grant application encompasses and articulates an ever-expanding vision for the GRCOP. Key strategies to increase patient access and accrual to research protocols include: (1) expansion of on-site screening and patient identification for enrollment in research protocols; (2) strengthening referral systems for symptom management trials to include physician specialists and allied health professionals; (3) maintaining a protocol menu that is comprehensive yet efficient to administer; (4) expansion of the Radiation Therapy Oncology Group (RTOG) as a research base for all component sites; (5) implementing a targeted clinical trials program for adolescents/young adults with increased protocol availability for this population. Strategic initiatives to increase access to and participation in cancer clinical trials by underserved and minority populations include alignment with community organizations; a key element in this regard will be the work of the GRCOP Patient Advisory Board. An expanding focus on the growing Hispanic/Latino population is planned. Of importance during this upcoming grant cycle will be the GRCOP's ongoing development of the GRCOP website in order to improve the efficiency and cost-effectiveness of clinical trial administration and regulatory compliance.    

"
Beaumont Health,8144571,2010,3U10CA095860-09S1,U10CA095860,Beaumont Community Clinical Oncology Program,200000,200000,,2002-06-27T00:00:00,2015-05-31T00:00:00,2010-09-15T00:00:00,National Cancer Institute,Gary William Chmielewski,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8144571,"  
DESCRIPTION (provided by applicant): William Beaumont Hospital (BH), located in the northwest Detroit suburb of Royal Oak, Michigan (1061 beds), in the rapidly growing suburb of Troy, Michigan (361 beds), and the metropolitan setting of Grosse Pointe, Michigan (289 beds), continues to be a highly productive contributor to the NCI's Community Clinical Oncology Program. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, BH diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this care. Since the renewal of B-CCOP funding in 2005 we have accrued a total of 730.1 treatment credits and 1263.0 cancer control credits for an impressive total of 1993.1 credits, making this a very productive grant period. Current results show strong indications that we will continue this outstanding accrual with the addition of a component site, Botsford Hospital, and the opening of a CCOP site at Beaumont, Grosse Pointe. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation, and the dissemination of scientific results to the profession and to the general public. To facilitate this process B-CCOP is supported by a central office, an experienced Institutional Review Board, a dedicated investigational pharmacy, and a group of leadership committees commissioned to support protocol review and implementation, financial management and the CCOP goals and direction. Our mission: ""Cancer Clinical Trials Office at Beaumont Hospitals provides research to our community with dignity, compassion, hope and excellence in service"".   
  
RELEVANCE: B-CCOP's goal of increasing community oncologists' involvement in state of the art cancer prevention, control and treatment trials serving a wide segment of our population, including minorities, women, and other underserved populations continues to be relevant today. B-CCOP's community presence accelerates the transfer of knowledge gained from clinical trials to community oncology practices and our diverse population.   
    

"
Beaumont Health,8237238,2011,1R01AG038673-01A1,R01AG038673,Urinary Continence Index for Prediction of Urinary Incontinence in Older Women,223550,179430,44120,2011-09-15T00:00:00,2014-08-31T00:00:00,2011-09-05T00:00:00,National Institute on Aging,ANANIAS C DIOKNO; Mohammad-Reza  Siadat,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8237238,"  
DESCRIPTION (provided by applicant): Many studies collect a wealth of information that, although not integral to achieving their primary purpose, proves to be extremely valuable in answering subsequent research questions. Even though extracting and analyzing existing data may be efficient and cost effective, identifying meaningful relationships within the volumes of data often contained in existing datasets can be challenging. Developing reliable and effective statistical models to aid in mining data enhances the ability to utilize the data to answer novel research questions with significant potential to impact troubling conditions such as urinary incontinence (UI). Beaumont, Royal Oak investigator and urologist, Dr. Ananias Diokno, has accumulated a wealth of data over the past two decades from in depth population-based studies of UI. Dr. Diokno's significant productivity in UI research contributed to earning a coveted NIH MERIT award. These data are now contained in two databases. The first contains information gathered during the original Medical, Epidemiologic, and Social Aspects of Aging (MESA) project. Funded by the National Institutes on Aging (NIA), this multi-stage longitudinal study of senior men and women began in 1983 and focused on factors related to the epidemiology of UI (MESA 1 database). The second database (MESA 2 database) contains data collected during a subsequent collaborative study with Dr. Carolyn Sampselle at the University of Michigan. The aim of this multiphase prospective, randomized controlled ""MESA 2"" trial was to prevent UI in older women. Continent women 55 years and older were recruited from mailings and clinic visits and were randomized to a behavior modification program (BMP) treatment or control group. Many of the interview questions and other data collected during this prevention trial were the same, or similar, to those collected in the original MESA 1 database study. In this proposed project, Dr. Diokno and his team at Beaumont, Royal Oak, MI will build upon established collaborations with internationally recognized data mining experts Dr. Mohammad Siadat and colleagues at Oakland University in nearby Rochester, Michigan, and Dr. Sampselle at the University of Michigan. Dr. Diokno's domain knowledge and possession of the MESA data provides a unique opportunity to create a robust ""Urinary Continence Index"" to identify women who are likely to become incontinent over time. Since UI is more prevalent in women than men and the underlying causes differ, this project will focus on developing a UI index for use in women. However, the statistical modeling methods developed might be applied in future projects using male MESA subjects' data or other data to identify predictive indices for UI or perhaps other chronic and costly conditions. We propose a novel application of data mining strategies to identify salient predictors of UI in women and create and test a predictive index. We are in an extraordinary position to further utilize MESA data and take a major step towards developing a predictive index for widespread use. Since UI is a costly condition contributing to social isolation and poor quality of life, establishing a clinically useful index would create significant opportunities for focused prevention and early intervention strategies.  
  
PUBLIC HEALTH RELEVANCE: Urinary incontinence (UI) is a costly condition that causes social isolation and poorer quality of life. Data collected from years of productive population-based UI research are now contained in two databases (MESA 1 and 2). In collaboration with data mining experts, we propose to develop a urinary continence index that will help predict UI in older women in order to promote early prevention and treatment strategies.  
  
    

"
Beaumont Health,8293399,2012,5R01DK083323-03,R01DK083323,Intravesical liposome drug delivery to treat interstitial cystitis,197588,147906,49682,2010-06-15T00:00:00,2015-05-31T00:00:00,2012-05-31T00:00:00,National Institute of Diabetes and Digestive and Kidney Diseases,MICHAEL B CHANCELLOR,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8293399,"  
DESCRIPTION (provided by applicant): Since 2002, we have been successful in developing intravesical liposomes for painful bladder syndrome/interstitial cystitis (PBS/IC). We have discovered and translated intravesical instillation of liposome formulation that can coat and protect the bladder. The results from biodistribution studies confirmed our hypothesis that liposomes delivered to the urinary bladder lumen reside in the bladder for an extended period and have low systemic bioavailability. There is a tremendous unmet medical need for a better and safer way to deliver BoNT to the urinary bladder. Our novel technology of liposome based delivery of BoNT is logical and promising. The successful funding and completion of this grant can lead to submission of a clinical IND trial for liposome-BoNT and fulfill the mission of NIH translational research priority. The research team and facility at the Urology department at Beaumont has been significantly strengthened. Dr. Pradeep Tyagi, a previous consultant at the University of Pittsburgh, has since been recruited to join Dr. Chancellor at Beaumont in the fall of 2008. Drs. Tyagi and Chancellor has worked together for eight years and with Dr. Tyagi's strong expertise in liposome pharmacology, the facility and resources are now full ready to successfully complete the projects of this grant. In this grant we will evaluate liquid liposome delivery of liposome- BoNT into the bladder without the need for cystoscopic-guided needle injection for PBS/IC, and study the mechanism of action of intravesical liposomal drug delivery.  The goals of the project described in the proposal are to: 1) formulate BoNT into liposomes; 2) assess endocytosis as a mechanism for the bladder uptake of BoNT from instilled liposomal BoNT in the absence or presence of bladder distension; and 3) determine the lowest effective dose of BoNT in synergy with bladder distension. We have three aims: Aim 1: Formulate BoNT-A into liposomes and determine in vitro stability and sustained release. Aim 2a: To study endocytosis as a mechanism of bladder uptake of liposomal-BoNT after instillation. Aim 2b: Assess liposomal-BoNT local toxicity. Aim 3: To study the biological efficacy of liposomal-BoNT in rat. Successful completion of the project goals will improve the safety of BoNT and promote wide acceptance in the urology community.  
  
PUBLIC HEALTH RELEVANCE: The development of a safe and effective new treatment for painful bladder syndrome/interstitial cystitis (PBS/IC) is an unmet need for many Americans and a research priority at the NIH. The knowledge gained as a result of conducting the experiments under this grant will confirm our hypotheses regarding the potential for liquid instillation of botulinum toxin and move toward bring a new treatment for PBS/IC.  
  
    

"
Corewell Health,8294931,2012,5U10CA035178-29,U10CA035178,GRAND RAPIDS CLINICAL ONCOLOGY PROGRAM,1317905,938172,379733,1987-06-01T00:00:00,2015-05-31T00:00:00,2012-05-28T00:00:00,National Cancer Institute,Gilbert Darin Anthony Padula,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8294931,"DESCRIPTION (provided by applicant): The Grand Rapids Clinical Oncology Program (GRCOP) has achieved a national reputation for excellence in community cancer care through its 34-year participation in programs of the National Cancer Institute. The GRCOP comprises a consortium of seven health care systems/hospitals in Western and Northern Lower Michigan and seeks to continue to meet the community's need for innovative and relevant studies of promising therapeutic modalities and cancer controls research. The ongoing mission of the Grand Rapids Clinical Oncology Program is to assure that every person in the region served is provided an opportunity for participation in national cancer prevention and treatment clinical trials. Additionally, it is a major educational resource for professional and laypersons alike regarding cancer and the NCI clinical trials program. This grant application encompasses and articulates an ever-expanding vision for the GRCOP. Key strategies to increase patient access and accrual to research protocols include: (1) expansion of on-site screening and patient identification for enrollment in research protocols; (2) strengthening referral systems for symptom management trials to include physician specialists and allied health professionals; (3) maintaining a protocol menu that is comprehensive yet efficient to administer; (4) expansion of the Radiation Therapy Oncology Group (RTOG) as a research base for all component sites; (5) implementing a targeted clinical trials program for adolescents/young adults with increased protocol availability for this population. Strategic initiatives to increase access to and participation in cancer clinical trials by underserved and minority populations include alignment with community organizations; a key element in this regard will be the work of the GRCOP Patient Advisory Board. An expanding focus on the growing Hispanic/Latino population is planned. Of importance during this upcoming grant cycle will be the GRCOP's ongoing development of the GRCOP website in order to improve the efficiency and cost-effectiveness of clinical trial administration and regulatory compliance."
Corewell Health,8301872,2011,1U58DP003548-01,U58DP003548,"COMMUNITY TRANSFORMATION GRANT: CAPACITY-BUILDING FOR KENT COUNTY, MI",333321,273214,60107,2011-09-30T00:00:00,2016-09-29T00:00:00,2011-09-25T00:00:00,National Center for Chronic Disease Prev and Health Promo,Erin E Inman,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8301872,
Beaumont Health,8308587,2012,5U10CA095860-11,U10CA095860,Beaumont Community Clinical Oncology Program,771835,676796,260947,2002-06-27T00:00:00,2015-05-31T00:00:00,2012-06-01T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8308587,"  
DESCRIPTION (provided by applicant): William Beaumont Hospital (BH), located in the northwest Detroit suburb of Royal Oak, Michigan (1061 beds), in the rapidly growing suburb of Troy, Michigan (361 beds), and the metropolitan setting of Grosse Pointe, Michigan (289 beds), continues to be a highly productive contributor to the NCI's Community Clinical Oncology Program. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, BH diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this care. Since the renewal of B-CCOP funding in 2005 we have accrued a total of 730.1 treatment credits and 1263.0 cancer control credits for an impressive total of 1993.1 credits, making this a very productive grant period. Current results show strong indications that we will continue this outstanding accrual with the addition of a component site, Botsford Hospital, and the opening of a CCOP site at Beaumont, Grosse Pointe. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation, and the dissemination of scientific results to the profession and to the general public. To facilitate this process B-CCOP is supported by a central office, an experienced Institutional Review Board, a dedicated investigational pharmacy, and a group of leadership committees commissioned to support protocol review and implementation, financial management and the CCOP goals and direction. Our mission: ""Cancer Clinical Trials Office at Beaumont Hospitals provides research to our community with dignity, compassion, hope and excellence in service"".   
  
RELEVANCE: B-CCOP's goal of increasing community oncologists' involvement in state of the art cancer prevention, control and treatment trials serving a wide segment of our population, including minorities, women, and other underserved populations continues to be relevant today. B-CCOP's community presence accelerates the transfer of knowledge gained from clinical trials to community oncology practices and our diverse population.   
    

"
Beaumont Health,8326767,2011,3U10CA095860-10S1,U10CA095860,Beaumont Community Clinical Oncology Program,140000,140000,0,2002-06-27T00:00:00,2015-05-31T00:00:00,2011-09-06T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8326767,"  
DESCRIPTION (provided by applicant): William Beaumont Hospital (BH), located in the northwest Detroit suburb of Royal Oak, Michigan (1061 beds), in the rapidly growing suburb of Troy, Michigan (361 beds), and the metropolitan setting of Grosse Pointe, Michigan (289 beds), continues to be a highly productive contributor to the NCI's Community Clinical Oncology Program. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, BH diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this care. Since the renewal of B-CCOP funding in 2005 we have accrued a total of 730.1 treatment credits and 1263.0 cancer control credits for an impressive total of 1993.1 credits, making this a very productive grant period. Current results show strong indications that we will continue this outstanding accrual with the addition of a component site, Botsford Hospital, and the opening of a CCOP site at Beaumont, Grosse Pointe. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation, and the dissemination of scientific results to the profession and to the general public. To facilitate this process B-CCOP is supported by a central office, an experienced Institutional Review Board, a dedicated investigational pharmacy, and a group of leadership committees commissioned to support protocol review and implementation, financial management and the CCOP goals and direction. Our mission: ""Cancer Clinical Trials Office at Beaumont Hospitals provides research to our community with dignity, compassion, hope and excellence in service"".   
  
RELEVANCE: B-CCOP's goal of increasing community oncologists' involvement in state of the art cancer prevention, control and treatment trials serving a wide segment of our population, including minorities, women, and other underserved populations continues to be relevant today. B-CCOP's community presence accelerates the transfer of knowledge gained from clinical trials to community oncology practices and our diverse population.   
    

"
Beaumont Health,8328644,2012,5R01AG038673-02,R01AG038673,Urinary Continence Index for Prediction of Urinary Incontinence in Older Women,210603,178792,31811,2011-09-15T00:00:00,2014-08-31T00:00:00,2012-08-07T00:00:00,National Institute on Aging,ANANIAS C DIOKNO; Mohammad-Reza  Siadat,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8328644,"  
DESCRIPTION (provided by applicant): Many studies collect a wealth of information that, although not integral to achieving their primary purpose, proves to be extremely valuable in answering subsequent research questions. Even though extracting and analyzing existing data may be efficient and cost effective, identifying meaningful relationships within the volumes of data often contained in existing datasets can be challenging. Developing reliable and effective statistical models to aid in mining data enhances the ability to utilize the data to answer novel research questions with significant potential to impact troubling conditions such as urinary incontinence (UI). Beaumont, Royal Oak investigator and urologist, Dr. Ananias Diokno, has accumulated a wealth of data over the past two decades from in depth population-based studies of UI. Dr. Diokno's significant productivity in UI research contributed to earning a coveted NIH MERIT award. These data are now contained in two databases. The first contains information gathered during the original Medical, Epidemiologic, and Social Aspects of Aging (MESA) project. Funded by the National Institutes on Aging (NIA), this multi-stage longitudinal study of senior men and women began in 1983 and focused on factors related to the epidemiology of UI (MESA 1 database). The second database (MESA 2 database) contains data collected during a subsequent collaborative study with Dr. Carolyn Sampselle at the University of Michigan. The aim of this multiphase prospective, randomized controlled ""MESA 2"" trial was to prevent UI in older women. Continent women 55 years and older were recruited from mailings and clinic visits and were randomized to a behavior modification program (BMP) treatment or control group. Many of the interview questions and other data collected during this prevention trial were the same, or similar, to those collected in the original MESA 1 database study. In this proposed project, Dr. Diokno and his team at Beaumont, Royal Oak, MI will build upon established collaborations with internationally recognized data mining experts Dr. Mohammad Siadat and colleagues at Oakland University in nearby Rochester, Michigan, and Dr. Sampselle at the University of Michigan. Dr. Diokno's domain knowledge and possession of the MESA data provides a unique opportunity to create a robust ""Urinary Continence Index"" to identify women who are likely to become incontinent over time. Since UI is more prevalent in women than men and the underlying causes differ, this project will focus on developing a UI index for use in women. However, the statistical modeling methods developed might be applied in future projects using male MESA subjects' data or other data to identify predictive indices for UI or perhaps other chronic and costly conditions. We propose a novel application of data mining strategies to identify salient predictors of UI in women and create and test a predictive index. We are in an extraordinary position to further utilize MESA data and take a major step towards developing a predictive index for widespread use. Since UI is a costly condition contributing to social isolation and poor quality of life, establishing a clinically useful index would create significant opportunities for focused prevention and early intervention strategies.  
  
"
Corewell Health,8339309,2012,5U58DP003548-02,U58DP003548,"COMMUNITY TRANSFORMATION GRANT: CAPACITY-BUILDING FOR KENT COUNTY, MI",333321,277796,55525,2011-09-30T00:00:00,2016-09-29T00:00:00,2012-08-23T00:00:00,National Center for Chronic Disease Prev and Health Promo,Erin E Inman,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8339309,
Corewell Health,8475428,2013,5U10CA035178-30,U10CA035178,GRAND RAPIDS CLINICAL ONCOLOGY PROGRAM,1417905,1004397,413508,1987-06-01T00:00:00,2014-07-31T00:00:00,2013-06-14T00:00:00,National Cancer Institute,Gilbert Darin Anthony Padula,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8475428,"DESCRIPTION (provided by applicant): The Grand Rapids Clinical Oncology Program (GRCOP) has achieved a national reputation for excellence in community cancer care through its 34-year participation in programs of the National Cancer Institute. The GRCOP comprises a consortium of seven health care systems/hospitals in Western and Northern Lower Michigan and seeks to continue to meet the community's need for innovative and relevant studies of promising therapeutic modalities and cancer controls research. The ongoing mission of the Grand Rapids Clinical Oncology Program is to assure that every person in the region served is provided an opportunity for participation in national cancer prevention and treatment clinical trials. Additionally, it is a major educational resource for professional and laypersons alike regarding cancer and the NCI clinical trials program. This grant application encompasses and articulates an ever-expanding vision for the GRCOP. Key strategies to increase patient access and accrual to research protocols include: (1) expansion of on-site screening and patient identification for enrollment in research protocols; (2) strengthening referral systems for symptom management trials to include physician specialists and allied health professionals; (3) maintaining a protocol menu that is comprehensive yet efficient to administer; (4) expansion of the Radiation Therapy Oncology Group (RTOG) as a research base for all component sites; (5) implementing a targeted clinical trials program for adolescents/young adults with increased protocol availability for this population. Strategic initiatives to increase access to and participation in cancer clinical trials by underserved and minority populations include alignment with community organizations; a key element in this regard will be the work of the GRCOP Patient Advisory Board. An expanding focus on the growing Hispanic/Latino population is planned. Of importance during this upcoming grant cycle will be the GRCOP's ongoing development of the GRCOP website in order to improve the efficiency and cost-effectiveness of clinical trial administration and regulatory compliance."
