,grant_key,Unnamed: 0,id,agency,awardeeName,awardeeCity,awardeeStateCode,piFirstName,piLastName,title,date,startDate,expDate,fundsObligatedAmt,abstractText,orgCandidate,_org,org_combo_flag,org_count_flag,is_multi_org_flag
41,id:1129553,1365,1129553,NSF,Oregon Health & Science University,PORTLAND,OR,Bradley,Tebo,Understanding microbial manganese-oxidizing communities and physiological mechanisms in metal oxide-rich hydrothermal sediments using a metagenomic and  metatranscriptomic approach,2011-09-14,2011-09-15,2015-08-31,799339,"Hydrothermal systems are important sources of dissolved Mn to the oceans. Upon oxidation of Mn(II), Mn(III,IV) oxides are deposited at the sea floor as crusts, nodules and sediments both near and far from the sources. Microbial activity has long been recognized as being important to the fate of Mn in these hydrothermal systems, yet we know very little about the organisms that catalyze Mn oxidation, the mechanisms by which Mn is oxidized or the physiological function that Mn oxidation serves. The overarching goals of this project are to reveal the organisms and mechanism(s) underlying Mn(II) oxidation, to evaluate whether hydrothermal Mn oxidizers may obtain energy from Mn oxidation, and test whether thermophilic Mn oxidizers exist. Specifically, the project will: 1) evaluate whether we can identify certain genomic sequences that correlate to the presence/concentration of Mn oxides (and hence Mn(II)- oxidizing bacteria) by comparing the metagenomes of ferromanganese (containing both Mn and Fe oxides) microbial mats with ferruginous (Fe oxide only) mats from Lau Basin and Loihi Seamount; 2) use peptide probes bound to magnetic particles for selectively binding and capturing Mn oxide particles and characterizing the particles using phylogenetic and functional gene (PCR and FISH) and transcriptomic analysis; 3) assess the main pathways of carbon fixation in ferromanganese microbial mats as compared to ferruginous mats as a possible indicator of Mn-based auto/mixotrophy using genomic approaches and substrate stimulated (e.g., addition of Mn(II)) CO2 fixation measurements and stable isotope probing (SIP) genomic analysis; and 4) isolate and characterize Mn(II)-oxidizing bacteria and determine whether thermophilic Mn oxidizers exist.    Intellectual merit  The results of this research will increase our understanding of Mn(II) oxidation in hydrothermal sediments, identify microorganisms that are the environmentally relevant Mn oxidizers and begin to address the long standing question of whether Mn auto/mixotrophy exists using approaches not based on the biases associated with cultivation. Ultimately this information is critical to our understanding of biogeochemical cycles (Mn oxidation and Mn oxides impact many other elemental cycles, including carbon, sulfur, and heavy metals) and the natural attenuation of toxic metal and organic compounds; this may lead to improved technologies for environmental remediation. Because Mn oxides are believed to be an analog to the ancestral Mn centers in photosystem II, this research may also lend new insights into ancient biogeochemistry occurring before the Great Oxidation Event.    Broader impacts  The project will provide support and training for one Ph.D. student and one postdoctoral researcher, and will contribute to the education of undergraduate and highly qualified high school students through independent research projects and mentorships. They will participate in a geoscience education program targeting the education of 6-12 grade Alaskan Native Americans. In addition, this project will contribute to a training program targeted to middle school teachers that highlights the connections between chemistry, biology, and geology in the environment. The results of the work will be broadly disseminated through presentations, publications, and the World Wide Web.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
42,id:1134449,863,1134449,NSF,The University of Texas Health Science Center at Houston,HOUSTON,TX,Qi,Cao,Collaborative Research: Magnetic Directed Alignment of Injectable  Neural Stem Cell Scaffold for Regeneration After Spinal Cord Injury,2011-07-22,2011-09-01,2015-08-31,140199,"1134119 / 1134449  Liu / Cao    The research objective of this award is to develop a novel technique to fabricate injectable, alignable, and bioactive scaffold that uses neural stem cells (NSCs) as building blocks for spinal cord injury (SCI) repair.  This work capitalizes on the ability to manipulate superparamagnetic iron oxide nanoparticles (SPIONs) with magnetic field remotely and noninvasively.  In this approach, the NSCs are labeled with nanoengineered cationic magnetoliposomes (CMLs) which encapsulate numerous SPIONs, and can be injected into the injured spinal cord in colloidal suspensions.  Upon the application of a magnetic field, magnetically labeled NSCs will spontaneously self-assemble into chain/column lattices and align along a virtual axis that is defined by the field flux lines, thereby forming a scaffold to guide the directional regrowth of axons.  Neurotrophic factors stored in the bilayer of the CMLs can be released by radio frequency electromagnetic triggering to promote NSC survival and axonal growth.        If successful, this research will transform state-of-the-art of biological scaffold fabrication in tissue engineering, when directional guidance is desired for cellular growth and expansion, and enhance the therapeutic strategies for challenging issues of experimental spinal cord injury and neurodegenerative diseases.  This work will also help to greatly expand the use of SPIONs in general clinical applications by changing their role from passive tracer (e.g., magnetic resonance imaging (MRI) contrast agents) to active enabler of biological processes.  The technology developed can be conveniently translated to clinical treatments of a diverse group of nervous system diseases, such as traumatic brain injury (TBI) and peripheral nerve disorders.  It will benefit hundreds of thousands of Americans who are have severely limited mobility or paralyzed incurring from these diseases.  Additionally, this work investigates the magnetic directed self-assembly of soft biological particles under histological conditions, and the findings will advance fundamental understanding of aggregation kinetics and phase separation in dipolar colloids, which constitutes the basis of a variety of micro/nanofluidic applications.  Through the proposed project, an integrated interdisciplinary research and education program will be established which creates vast opportunities for underrepresented groups, by actively recruiting qualified minority students for both undergraduate and graduate studies and by engaging in K-12 teacher/student outreach activities.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
43,id:1134936,361,1134936,NSF,National Institute of Environmental Health Science,RESEARCH TRIANGLE PARK,NC,Richard,Woychik,Reimbursement of Sally Tinkle's Salary & Benefits,2011-06-10,2011-05-15,2013-04-30,335589,,Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
44,id:1136227,869,1136227,NSF,National Institutes of Health (NIH/OD/OER),BETHESDA,MD,William,Starr,"IEDISON - maintenance, use and modification",2011-05-18,2011-04-15,2022-01-30,605000,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
45,id:1139257,1384,1139257,NSF,The University of Texas Health Science Center at Houston,HOUSTON,TX,Elizabeth,Vandewater,IRADS Collaborative Research:  Influences of Digital Media on Very Young Children,2011-07-14,2011-01-31,2012-08-31,105295,"Over the past four years, digital media products directed at infants and very young children have exploded into the market place. With the penetration of these digital products into households, the average U.S. infant and toddler now invests approximately two hours each day with media, beginning with DVD viewing in the first months of life followed by computer exposure in a parent's lap at about age 2. These early media use patterns persist despite the recommendation of the American Academy of Pediatrics that children should not experience screen exposure before the age of 2. Although preliminary data do suggest negative effects of screen exposure when infants are heavily exposed to television programs designed for adult audiences, little is currently known about the positive or negative effects of programs designed for very young children, or how infants and toddlers come to understand these first media experiences. An interdisciplinary research team from the Children's Digital Media Center will use a multi-theoretical and multi-method approach to track early digital media exposure and how that exposure influences infants' and very young children's attention and learning. Guiding the research program are two distinct but complementary theories, one involving the comprehensibility of the content and the other focusing on the grammar of media (formal features such as action, music, and sound effects). As one component of the program, national surveys will document patterns of change and continuity over time in very young children's access to, and uses of, various digital media platforms, such as DVDs, computers, and music. A second component will entail content analyses of the formal production features used in popular digital products for the very young. This formal feature analysis will be used, in part, to set the stage for selecting and creating stimuli for experimental and observational research. This third component will involve determining how infants and very young children learn from digital media exposure. Experimental studies will also be employed to examine factors that influence major cognitive accomplishments, such as understanding that events presented on a screen can represent real-life events. Together with other methods, the experimental research will include eye-tracking studies to pinpoint how very young children learn to read a screen.     In contrast to popular belief, infants' digital media use functions as more than a surrogate for a babysitter. Rather, digital media use is a major environmental influence from the earliest months of life. This project will provide new information about the early exposure of very young children to media specifically created for them and advance current understanding of the most critical features involved in the construction of these products. The project will also generate knowledge of the means by which infants and toddlers come to understand symbolic media presentations, a key to understanding infants' intellectual development. The outcomes of this project will likely guide the development of digital products designed for the very young, may influence federal media policies, and inform parental decisions about the media choices and early media exposure that they provide for their infants and young children.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
46,id:1145716,1358,1145716,NSF,Oregon Health & Science University,PORTLAND,OR,Philip,Copenhaver,Control of neuronal migration by Fasciclin II and Rasputin,2012-02-18,2012-03-01,2016-02-29,518000,"During brain development, nerve cells must migrate considerable distances to reach their final locations before they can connect properly to other nerve cells. Although many different signals affect this process, the complexity of higher mammals has made it difficult to determine how specific proteins control cell movements within the brain.  As an alternative strategy, simpler insect nervous systems can be used to model how particular types of proteins affect cell behavior, providing the framework for testing the role of related proteins in higher animals.  This project will exploit the unique advantages of insect preparations to define the role of an important class of cell surface receptors called ""Ig-CAMS"", which are found in all nervous systems but whose functions are poorly understood. Time-lapse imaging and fluorescent labeling will be used to determine how different Ig-CAMs control distinct patterns of cell movement. A combination of molecular and biochemical methods will then be used to test the role of newly discovered ""adapter"" proteins that govern the effects of Ig-CAMs at specific times and places.  The results of these studies will reveal new principles about how these protein classes function in more complex organisms, including the human brain.          This project will explore an important aspect of nerve cell guidance that plays a major role in controlling the formation of the brain. Because insect model systems are relatively inexpensive and easy to manipulate, the proposed studies will provide valuable training opportunities for students and educators from a variety of backgrounds, including undergraduates lacking prior research experience. This grant will also support ongoing efforts to encourage participation by women and underrepresented minorities in scientific discovery. The ultimate goal of this project will be improve current knowledge about the fundamental mechanisms that control cell migration in the developing nervous system.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
47,id:1146987,1357,1146987,NSF,The University of Texas Health Science Center at Houston,HOUSTON,TX,Edgar,Walters,Collaborative Research: Mechanisms and Functions of Nociceptive Sensitization in Dissimilar Molluscs,2012-03-16,2012-03-15,2015-08-31,500000,"All animals, including humans, experience injury, and every species examined shows adaptive responses to help avoid injury or re-injury. Injury to humans causes pain, which can be long lasting (even permanent) and sometimes untreatable. Although much has been learned about other aspects of human biology through comparative studies of simpler animals, including selected invertebrates, systematic comparative studies of behavioral and neural responses to injury in invertebrates have been lacking. This project will compare behavioral and neural responses to peripheral injury in two invertebrates that, because of their giant neurons, have been sources of pioneering discoveries in neuroscience: the common Atlantic squid, Loligo, and a large marine snail, Aplysia. Both are molluscs, but they have very different life styles and cognitive capabilities. Hypotheses to be tested include: (1) In the peripheral sensory neurons of both species, injury-induced, long-lasting behavioral sensitization involves a similar long-term enhancement of responsiveness that resembles the effects reported in mammals, (2) these changes are induced by common chemical signals that also drive inflammatory pain in mammals, (3) the large-brained squid, but not small-brained snail display ongoing awareness of an injury, and (4) sensitization of defensive responses in the squid increases the chances of survival in a wounded state by decreasing the vulnerability to predatory attacks. The broader impacts of this research project will be the encouragement of the use of molluscs to explore the evolution of fundamental behavioral patterns involving core mechanisms that are widely conserved and may be important for human pain, and the education of future scientists (including undergraduates) interested in comparative and evolutionary approaches to behavioral neurobiology. The resulting scientific information will be published in scientific journals and disseminated to foster rational and humane treatment of molluscs and other invertebrates in research.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
48,id:1147467,357,1147467,NSF,University of Texas Health Science Center San Antonio,SAN ANTONIO,TX,Gregory,Macleod,EAGER: Optical Control and Reporting of Cystosolic and Organellar pH in situ,2011-08-08,2011-08-15,2013-10-31,257074,"All forms of life rely on biochemical processes and these processes are either accelerated or inhibited according to the concentration of protons (pH) in their immediate vicinity. The pH changes that occur within nerve cells are therefore predicted to have a profound influence on the ability of nerve cells to transfer and store information. However, it is very difficult to measure or control pH in the nerve cells of live animals, and as a result the influence of pH changes on the nervous system, is difficult to test. Here, the investigators propose to use optical techniques, combined with genetically-encoded proteins, to measure and control the pH of live nerve cells in fruit flies (Drosophila melanogaster). Fluorescent proteins will be used to measure pH, and light-activated proton pumps will be used to control pH. When deployed in the same cell, these proteins will provide the means for establishing dynamic control of pH. These tools will be invaluable for investigating the extent to which the pH fluctuates in nerve cells during naturally occurring activity, and for testing the role of these pH changes in maintaining the capacity of the nerve cells to transfer and store information. Further, the development of these tools for fruit fly nerve cells will facilitate their application in other fields of the biological sciences, from mycology and plant physiology to renal physiology and oncology. Transgenic animals and plasmids generated through this project will be made available directly to the scientific research community. Information regarding the performance and application of the tools will be made available through publications in scientific journals and presentations at scientific meetings. This project will directly provide research training for an MD/PhD graduate student and training opportunities for PhD graduate students, undergraduate students, high-school students and K-12 teachers.",Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
49,id:1148963,1363,1148963,NSF,Department of Health & Human Services,WASHINGTON,DC,John,Madigan,ARRA - Cornell,2012-01-06,2011-11-15,2012-10-31,295012,Award for Health and Human Services -OIG to perform Cornell University audit.,Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
50,id:1150644,1348,1150644,NSF,University of New Mexico Health Sciences Center,ALBUQUERQUE,NM,Changjian,Feng,Mechanism of nitric oxide synthase regulation by interdomain FMN/heme docking,2012-08-09,2012-08-15,2016-07-31,200000,"In this award from the Chemistry of Life Processes Program in the Division of Chemistry, Dr. Changjian Feng, from the University of New Mexico Health Sciences Center, will investigate the mechanism of action of the enzyme nitric oxide synthase (NOS). This flavo-hemoprotein is responsible for the biosynthesis of nitric oxide (NO), a ubiquitous molecule involved in the regulation of several physiological processes. Eukaryotic NOS isoforms are large modular enzymes containing flavin mononucleotide (FMN) and heme domains connected by a calmodulin-binding linker. Compelling evidence shows the importance of interdomain FMN/heme docking in the regulation of NOS. However, the molecular mechanism by which the FMN domain functions in NOS catalysis is unclear. This problem will be tackled by an integrated program of pulsed electron paramagnetic resonance (EPR), laser flash photolysis, and mutagenesis approaches.     Because the University of New Mexico is a Hispanic serving institution, this award will provide research opportunities to underrepresented minorities, including undergraduate students from other institutions in New Mexico and other states. Efforts will be made to reach out to institutions in which the aggregate success rate for applications to federal grants has been low historically.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
51,id:1154307,345,1154307,NSF,Oregon Health & Science University,PORTLAND,OR,Bradley,Tebo,"Collaborative Research: The role of soluble Mn(III) in the biogeochemical coupling of the Mn, Fe and sulfur cycles",2011-12-28,2012-02-01,2016-01-31,429746,"The research conducted by investigators in the School of Marine Science and Policy at the University of Delaware and within the Department of Environmental and Biomolecular Systems  of Oregon Health and Science University will examine the importance of soluble Mn(III) in the biogeochemical cycling of Mn. To date, most studies of Mn in marine environments have not considered Mn(III), the intermediate oxidation state between the soluble reduced state (Mn(II)) and the more insoluble oxidized state (Mn(IV)). The presence and stability of Mn(III) in marine systems, especially those where oxygen levels are reduced, changes the dynamics and stability, solubility and fate and transport of Mn in these locations, and at interfaces between oxic and low oxygen environments. This is not understood at present and the proposed research is poised to provide new information concerning the Mn cycle and is potentially transformative research. The PIs have developed new methods to examine Mn(III) levels in the environment and this capability will bolster the successful accomplishment of the project?s goals. The studies will not only focus on understanding the cycling of Mn between its various oxidation states but will determine the concentration and distribution of Mn(II) in stratified coastal ocean waters and in sediment porewaters. The study will also examine the potentially important role of Mn(III) in mediating and influencing the biogeochemical cycling of Mn with that of Fe and S, which are both important components of the major ocean chemical cycles. A better understanding of the biogeochemistry of Mn will inform not only scientists interested in metal cycling in the ocean but also those focused on studies across redox transition zones. The proposed research has an international component and the investigators have developed plans to broadly disseminate their results to students at all levels and to the community. The Principal Investigators have a strong history in education and graduate student and post-doctoral support and mentoring and this will continue under the current grant.",Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
52,id:1155088,880,1155088,NSF,University of New Mexico Health Sciences Center,ALBUQUERQUE,NM,Vittorio,Cristini,Collaborative Research: Multiscale Modeling of Solid Tumor Growth,2011-08-24,2010-11-29,2011-12-31,58103,"The goal of this project, which lies at the interface between mathematics and biology, is to develop mathematical models of tumor growth that connect intra-tumor molecular and cellular properties with critical tumor behaviors, such as invasiveness, and experimentally observable properties such as morphology. The research group will (1) perform novel analytical and computational studies of important constituent processes, (2) incorporate experimental data into these studies, and (3) develop and apply state-of-the-art numerical algorithms to large-scale computations over multiple time and space scales. By integrating experimental data with sophisticated, multi-scale mathematical and computational models, the potential for breakthroughs that will significantly further the understanding of tumor biology are great, thereby addressing a pressing national and global need.     Solid tumors are complex micro-structured materials, where the three-dimensional tissue architecture (morphology) and dynamics are coupled in complex, nonlinear ways to cellular characteristics and to molecular composition and structure of the growth environment. This close connection between the tumor morphology and the underlying cellular/molecular dynamics has fundamental scientific importance in that the cellular dynamics that give rise to various tumor morphologies also control its ability to invade the host tissue. This allows observable properties of the tumor, such as its morphology, to be used to both understand the underlying cellular physiology and predict the tumors invasion potential. In particular, the conjecture that diverse morphologic patterns of invasion observed during tumor growth are the quantitatively predictable result of molecular inhomogeneity (of both composition and structure) in the tumors growth environment will be tested. Because tumor cells use similar or identical migration and proliferation mechanisms as normal cells, and because of the multi-scale nature of these processes, the mathematical modeling, analysis and simulation that will be conducted in this project will also have application in understanding normal functional processes during development, wound-healing, stem cell differentiation and tissue regeneration. This project will also establish a new collaboration among five institutions and broadens the participation of women and minorities in research as trainees in the investigators? groups, thereby addressing national needs. It will provide interdisciplinary training with theoreticians and experimentalists at the interface between mathematics and tumor cell biology. Finally, a month-long summer COSMOS (California State Summer School for Mathematics and Science) course at UC Irvine will be developed for high school students on these topics. This course enhances the participation of gifted high school students in research, and helps to recruit new math and science undergraduates, which addresses another national need.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
53,id:1157424,340,1157424,NSF,Oregon Health & Science University,PORTLAND,OR,Michiko,Nakano,Anaerobic Gene Regulation in Bacillus Subtilis,2012-05-16,2012-05-15,2017-04-30,512007,"This project aims at understanding of the transcriptional regulation in Bacillus subtilis that is responsive to oxygen limitation. The ResD-ResE two-component signal transduction system and the NO-sensitive NsrR repressor play key roles in controlling transcription of genes involved in anaerobiosis. B. subtilis NsrR contains a [4Fe-4S] cluster and represses transcription of ResD-controlled nasDEF (nitrite reductase genes) and hmp (flavohemoglobin gene). Interaction of NO with the [4Fe-4S] cluster alleviates binding of NsrR to the nasD and hmp promoters, leading to derepression (class I regulation). NsrR also plays a role in more global transcription by interacting with A+T-rich DNA in an NO-insensitive manner at least in vitro (class II regulation). Class II genes are upregulated by an nsrR mutation when pyruvate is present, and this upregulation is ResD-dependent. This research will investigate a critical link between ResD and NsrR, two major transcriptional regulators that play pivotal roles in anaerobiosis of B. subtilis. As binding of NsrR to class II genes shows relaxed sequence specificity and a target bias that likely involves DNA topology, the in vivo interaction of NsrR with the promoter regions of class II genes will be determined. Sensitivity of DNA interaction to NO will be compared between class I and class II promoters in parallel with evaluation of NO effects on transcription of corresponding genes. Transcription of class II NsrR-controlled genes is often regulated by other transcription factors, such as ResD and AbrB, that also target A+T rich DNA. This research will characterize how multiple transcription factors affect NsrR binding at specific target genes. Studies of a novel regulatory mechanism of NsrR and accompanying NsrR-dependent global regulation will advance our understanding of transcriptional control in response to oxygen limitation and how multiple transcriptional regulators control expression of selected genes in response to a variety of environmental signals.    Broader Impacts:  A postdoctoral fellow, thesis/non-thesis MS students, undergraduate interns, and a high school teacher will participate in the research. The project will train them in the scientific method, to acquire knowledge through experimentation, and to gain further experience in a research environment while training in modern techniques involving genetics, molecular biology, biochemistry, and physiology. The postdoctoral fellow will incorporate his/her training as a researcher and as an educator by directly mentoring the MS students and undergraduate interns. The high school teacher will use the research experience to revitalize his/her teaching in the classroom. Multi-tiered mentoring will be implemented and the P.I. will work to establish productive interactions among participants. A summer internship for undergraduates will be jointly organized with CMOP through funding from NSF. The summer internship program offers many activities including a weekly meeting, presentation of research, seminars, and water sampling tours in the Columbia Estuary.",Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
54,id:1158085,848,1158085,NSF,Texas Tech University Health Science Center,LUBBOCK,TX,Lan,Guan,X-ray Crystal Structure and Transport Mechanism of a Na+/galactoside Symporter,2012-05-14,2012-05-15,2015-04-30,680740,"INTELLECTUAL MERIT  The membranes of living cells develop electrochemical energy that provides a critical mechanism for numerous cell functions. Proteins inserted in the membrane act like batteries and use the energy to move molecules in or out of the cell, making the chemical composition appropriate for normal cell function.  The membrane protein called melibiose permease (MelB), present in certain bacteria, couples the transport of a sodium ion with a sugar (melibiose) molecule into the cell. In fact, it uses the favorable energy for sodium entry to build a high sugar concentration in the cell. A MelB human homologue is widely expressed in many tissues and has been found to be physiologically important.  There are many proteins that work similarly, yet the precise mechanisms are not understood. The three-dimensional structure of MelB (at the atomic level) will constitute a breakthrough essential for the understanding of the molecular mechanism of transport. This project aims to obtain the high-resolution crystal structure of MelB by X-ray crystallography and to identify the specific amino acids in the protein responsible for selecting melibiose and sodium ion. This will be done by generating mutant proteins and testing their function with quantitative biochemical and biophysical methods. The results from this research will add crucial information to the understanding of how a membrane protein converts ionic energy to move sugar or other nutrients into a cell.    BROADER IMPACTS  This project will provide a platform to foster the integration of cutting-edge research and higher education by recruiting and motivating undergraduate students to pursue careers in basic science and by helping them develop technical skills and passion towards experimental science.  Minorities constitute 20% of TTU undergraduate students.  A particular effort will be made to recruit and provide research opportunities to these students.  Graduate education and postdoctoral training are critical for science of tomorrow. This research will also offer rich training and educational opportunities to graduate students, to gain solid knowledge and experiential skills necessary for success in research, and for postdoctoral fellows to further their education and experimental armamentarium to become productive independent investigators.  The outcome of the research will be disseminated timely and broadly through high-impact scientific papers, book chapters, course materials, invited lectures, and presentations at scientific meetings or interdisciplinary conferences to reach broad audiences. The expected high-resolution structure will be deposited in the open-access Protein Data Bank for broader application.    This project is jointly supported by the Cellular Processes Cluster in the Division of Molecular and Cellular Biosciences and the Chemistry of Life Processes program in the Chemistry Division.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
55,id:1158516,1351,1158516,NSF,LSU Health Sciences Center -Shreveport,SHREVEPORT,LA,David,Gross,Silent Chromatin Mechanisms,2012-06-19,2012-07-01,2013-06-30,60101,"Intellectual Merit.  In eukaryotic cells, the genome is organized into a DNA/protein complex called chromatin.  Chromatin can exist in two forms, termed ""euchromatin"" and ""heterochromatin.""  What distinguishes them is the identity of the proteins that are associated with each type.  Euchromatin typically contains actively expressing genes (e.g., those that are ON), while heterochromatin typically contains inactive genes (i.e., those that are OFF, silent).  This project will explore the molecular basis for how genes that are located in heterochromatin, and are therefore normally silent, get turned ON (e.g., become ""transcriptionally activated"") in response to stresses such as high temperature or exposure to toxic chemicals.  The project will use the power of yeast genetics combined with the modern techniques of molecular biology and biochemistry.  Building on previous results that suggested genes in heterochromatin are activated in a fundamentally different way than genes in euchromatin, this project will provide important mechanistic insights into this striking dichotomy.    Broader Impacts.  This project will provide training for a postdoctoral research scientist.  From the scientific perspective, insights obtained about how heterochromatic genes are activated in yeast could have wide-ranging impacts on regulation in other eukaryotic organisms.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
56,id:1203528,342,1203528,NSF,Health Research Incorporated/New York State Department of Health,MENANDS,NY,Vishnu,Chaturvedi,EAGER: Transformation System for Psychrophilic Fungi,2012-05-03,2012-05-15,2018-09-30,265920,"Abstract - Geomyces destructans, a newly discovered cold-loving fungus (""psychrophile""), has devastated bat populations in North America. We know very little about this fungus as there are huge gaps in our knowledge of how fungi thrive in cold conditions and what unique traits make them pathogenic. Specifically, the forms and functions of fungi at low temperature have not yet been subjected to genetic analyses. Therefore, the unique enzymes and proteins that make psychrophilic life possible at such extreme low temperature remain unknown and their biotechnology potential remains unrealized. The investigators in this project propose to remove major barriers to experimental investigations of psychrophilic fungi by providing a molecular toolkit for the experimental manipulation of G. destructans and its psychrophilic sibling species G. pannorum. The experimental focus will be on the development of reliable systems for the manipulation, deletion or over-expression of target genes in G. destructans and G. pannorum.  These approaches would allow assignment of specific roles for various genes of interest. Additional objectives will focus on labeling two fungal species with stable fluorescent proteins so that details of fungal development can be studied by high resolution microscopy. This project will lay down the foundation for the study of cellular processes in the psychrophilic fungi. This is an important pursuit to discover if there is a unity or diversity of gene functions in different groups of fungi. It is expected that investigators in mycology, genetics, polar biology, environmental sciences, infection biology and industrial biotechnology would benefit from the reagents and findings generated in this study. This project will also involve mentoring of a post-doctoral fellow who might pursue study of psychrophilic fungi subsequently as an independent investigator. Additionally, undergraduate students will be trained under summer research experience for underrepresented minorities in an ongoing NSF Program at the host institution.",Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
57,id:1209288,867,1209288,NSF,National Institute of Environmental Health Science,RESEARCH TRIANGLE PARK,NC,Richard,Woychik,Reimbursement of Sally Tinkle's Salary & Benefits,2011-12-20,2011-05-15,2013-04-30,80277,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
58,id:1215850,854,1215850,NSF,Oregon Health & Science University,PORTLAND,OR,Tamara,Hayes,Workshop to Investigate Approaches for Large Scale Senior Independent Living Networks,2011-12-16,2011-12-15,2012-11-30,36757,"Maintaining the health and well-being of the aging  US presents significant challenges. The workshop brings together leaders in geriatric and biomedical research, government, telecommunications, home monitoring companies, pharmaceutical companies, and non-profit advocacy groups to identify strategies that will support a national network of home-based monitoring and assessment capabilities.     Intellectual Merits: The workshop will identify research challenges and opportunities relating to identification, monitoring, and analysis of activities across multiple time scales, locations, specific actions, functional abilities and physiological changes.     The workshop will focus on research challenges in creating a scalable  infrastructure and technology for large scale distributed longiitudinal studies that help answer many unanswered questions regarding aging and independent living through coordinated gathering and analysis of  behavioral, social, biological, clinical, genetic, economic, and environmental data. The workshop is expected to produce a report, giving concrete examples of what is needed to progress, from a technical standpoint and from a funding perspective.     Broader Impacts: If successful, the workshop would help identify the research challenges and opportunities in creating the infrastructure and research networks needed to advance the understanding of aging and to develop  technologies that better support the health and wellbeing of the aging population in the US.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
59,id:1216166,838,1216166,NSF,Health Research Incorporated/New York State Department of Health,MENANDS,NY,Xianliang,Zhou,Collaborative Research:  Particulate Nitrate Photolysis as a Daytime Nitrous Acid Source and a Reactive Nitrogen Recycling Pathway in the Troposphere,2012-09-19,2012-09-15,2017-08-31,598009,"This project will investigate the hypothesis that photolysis of particulate nitrate in aerosol particles, and to a lesser extent nitrogen dioxide conversion on organic aerosols, are major daytime sources of nitrous acid (HONO) under low nitrogen oxide conditions in the troposphere above the surface boundary layer. Since HONO is readily photolyzed to hydroxyl radical (OH) and nitric oxide, it is further hypothesized that photolysis of particulate nitrate (pNO3) in aerosol particles represents an important pathway to recycle nitric acid/nitrate back to photochemically reactive nitrogen oxides in the troposphere. A series of research activities will be undertaken involving field measurements, laboratory experiments and modeling. Specifically:    * Measurements will be made during flights of the NSF/National Center for Atmospheric Research C-130 research aircraft to establish HONO concentration distributions in background continental and oceanic air masses over the southeastern U.S and adjacent coastal waters and to establish relationships between the daytime HONO production and other physical and chemical parameters, including pNO3, particulate organic matter, nitrogen dioxide, ozone, aerosol particle surface area, and solar radiation.    * Aerosol samples collected from the C-130 will be used in laboratory experiments to determine the HONO production rate from the photolysis of aerosol pNO3 on filters.    * Model calculations will be done based on the results of field measurements and laboratory experiments, to examine pNO3 photolysis and nitrogen dioxide uptake on organic aerosol as a HONO source and investigate if pNO3 photolysis is an efficient re-recycling pathway for nitric acid/nitrate, and    * To evaluate the role of this processes in tropospheric photochemistry    The research will provide information on the vertical distribution of HONO, nitric acid, pNO3 and other relevant parameters in the troposphere. If the above two hypotheses are proven valid, there are significant atmospheric implications: The troposphere may be more photochemically reactive than generally predicted, due to the remobilized HONO and nitrogen oxides as well as elevated OH levels, generally leading to an enhanced production of ozone and secondary particles. The research may therefore significantly improve our understanding of tropospheric reactive nitrogen chemistry and atmospheric oxidation capacity on regional and global scales. The project will also provide research and training opportunities for postdoctoral researchers, graduate, undergraduate, and high school students in the field of atmospheric chemistry. The research is also relevant to the larger question of air quality and global climate change, i.e., the results from the research will provide useful information regarding atmospheric oxidation capacity and thus insights into how atmospheric pollutants, including some greenhouse gases, are degraded.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
